Probe_ID	GeneSymbol	P43_HG	P56_bulge	P56_HG	P69_bulge	P69_HG
1434906_at	0610005C13Rik	NA	NA	NA	NA	NA
1428380_at	0610007C21Rik	-0.929738834798439	-0.0869750089813781	-0.762986986133471	0.434816659037896	-1.74045981935526
1427836_at	0610007P08Rik	NA	NA	NA	NA	NA
1452447_at	0610007P08Rik	NA	-0.00467371095818514	NA	0.0988243786321359	NA
1452573_a_at	0610007P08Rik	NA	NA	0.128057215144229	NA	NA
1453985_at	0610007P08Rik	-0.0902023292290925	0.100586311509772	-0.0878763173819719	-0.128230451206591	0.0262035793320363
1460404_at	0610007P08Rik	-0.4229205002444	-0.105702040028072	-0.0735976430279894	-0.136698416590317	-0.0347701903133082
1454161_s_at	0610007P14Rik	-0.054339063051712	-0.054339063051712	0.275408668868922	-0.105806399860079	-0.671468515617438
1431132_x_at	0610007P22Rik	NA	NA	NA	0.0388604819677525	NA
1437969_s_at	0610007P22Rik	-0.335220631083051	0.0941735027490171	0.0210160365511634	0.0295479886270709	-1.42645942873508
1425246_at	0610008F07Rik	NA	NA	0.259274276693272	0.186357393898264	0.474234484080682
1418083_at	0610009B22Rik	0.106448106179071	0.364017783357406	-0.0416100094643745	0.15381265696937	-0.517596016544639
1417054_a_at	0610009D07Rik	0.211161329234931	0.146750414177369	0.416160805022859	-0.153710388100107	0.52169173835971
1417055_at	0610009D07Rik	0.162439243303272	0.00449869755966148	0.540092153462894	-0.0630267893822669	0.176372523059172
1435508_x_at	0610009D07Rik	NA	-0.00299822443256081	-0.155428527868816	NA	0.234319644350185
1436681_x_at	0610009D07Rik	0.331871029257755	0.18298758559337	0.607775621898542	-0.0513380513628885	0.3697651949409
1421049_at	0610009O20Rik	-0.0955907248149828	-0.0446324876904676	-0.609990973743328	0.0287187863931528	0.364543908077403
1452685_at	0610009O20Rik	NA	NA	NA	NA	NA
1426558_x_at	0610010B08Rik	-0.630896470724297	-0.196683129031826	-0.397644242124999	0.0875428008771877	-0.260260629921168
1427174_at	0610010B08Rik	-0.632511490941562	0.104568551042055	0.470775164826284	0.214597369096815	-0.146079904883583
1436462_at	0610010B08Rik	-0.25147205090621	0.124436531700566	0.612424436161101	0.192512344991824	0.0907538808004293
1447977_x_at	0610010B08Rik	0.136753783562082	-0.23729164294806	0.469678547613768	0.0411952746775981	0.407232221389224
1428679_s_at	0610010K14Rik	-0.918725734271302	0.152197900703172	-0.52028157357619	-0.53699373997716	-1.0209279306571
1429252_at	0610010K14Rik	-0.913283202183227	0.0708208361207969	-0.916626680296457	-0.480779355946333	-1.09462332351494
1427878_at	0610010O12Rik	-1.64204145054572	0.00139363102531043	-1.044423431384	-0.255594921939807	-1.43525182716006
1426017_a_at	0610011L14Rik	0.125700103507144	0.269414553992523	-0.122315315386478	0.10214480743673	0
1437835_a_at	0610011L14Rik	0.164301412205782	0.377912112619675	-0.718084899942362	-0.183274562694256	-1.27311249499425
1437836_x_at	0610011L14Rik	-0.626876023083629	0.368678514502006	-0.718605011890218	-0.426650237334237	-0.833747531886117
1417002_at	0610012G03Rik	0.0865294224933795	0.261175626519043	0.270836433112997	-0.0711503995453597	-0.388423783412657
1417003_at	0610012G03Rik	NA	NA	NA	NA	NA
1448540_a_at	0610012G03Rik	0.88535312085644	0.28269693480749	0.413300661682774	-0.245637105146756	0.604577299009723
1416830_at	0610031J06Rik	-0.336426661809194	0.0977303135728906	0.186595280395611	0.0945667992790131	-1.19526971803933
1426467_s_at	0610037L13Rik	-0.438131932645169	-0.247429918703082	0.131064912716849	-0.273369256920165	-1.94375161228386
1426468_at	0610037L13Rik	-0.0830537676602603	-0.082570375890084	-0.0314046021983643	-0.0646209579950714	-1.01100081402533
1438343_at	0610037L13Rik	NA	0.0763031914994903	-0.073840435833608	NA	NA
1456370_s_at	0610037L13Rik	-0.966242806678985	0.117505594058297	0.0192347914571531	-0.094956131460366	-0.174849396222005
1451187_at	0610037P05Rik	0.667828887717345	0.0175864716162053	-0.049307795570078	0.00928266568659453	-0.220468806248162
1424404_at	0610040J01Rik	NA	NA	NA	NA	NA
1434214_at	0910001L09Rik	-0.428649393468018	0.30375517498649	0.0980142255978089	-0.26356273223732	-0.274202925993488
1449898_at	1-Sep	-0.0541076258963935	NA	-0.0541076258963935	-0.0122864287689923	NA
1437208_at	10-Sep	-1.42186630368352	-0.725499789783668	-0.791971891485519	0.222654042035005	-0.993693160791064
1426558_x_at	100043387	-0.630896470724297	-0.196683129031826	-0.397644242124999	0.0875428008771877	-0.260260629921168
1460626_at	11-Sep	-0.178953589481234	0.0209239321337851	0.0331308058641229	0.0546017798941403	-0.0824556516564625
1434484_at	1100001G20Rik	NA	NA	NA	NA	NA
1435755_at	1110001A16Rik	-0.758244896960464	0.131421943473249	-1.05688162118911	-0.255666810212867	-0.704777055609139
1416367_at	1110001J03Rik	-0.528855844279864	0.154689800818287	-0.413994775649635	-0.337212137615823	-0.338687947856272
1448388_a_at	1110002B05Rik	0.170785131832561	-0.17886975398609	-0.660327806408551	-0.17886975398609	0.0722441832160765
1452256_at	1110002N22Rik	-0.84745441906596	-0.211436885208156	-0.722630892649703	-0.023303956074062	-0.710767030702882
1416767_a_at	1110003E01Rik	-0.0223940352664194	0.0284793417961637	-0.348258899867162	0.129966818181286	0.0284793417961637
1416768_at	1110003E01Rik	-0.307127798539815	0.176285462616878	-0.412187902738795	0.342986533300531	-0.653235817738757
1424315_at	1110004E09Rik	0.46064358278044	0.244675321504181	0.0435125670869994	-0.416919127477065	-0.318319746777899
1435301_at	1110004E09Rik	NA	NA	NA	NA	NA
1437682_x_at	1110004E09Rik	0.0801459910474343	-0.0707397944849024	0.0555982880433596	-0.616783847458427	0.102032866370228
1455276_x_at	1110004E09Rik	NA	NA	NA	NA	NA
1423335_at	1110004F10Rik	-0.0459276407910405	-0.21016081648871	-0.0376149132564283	0.083218882505717	-0.280058129410889
1451448_a_at	1110005A03Rik	-0.111554456216572	0.142967111938312	-0.116348919165519	0.463022679958305	-0.517819806651646
1420750_at	1110006O24Rik	NA	NA	NA	NA	NA
1431359_a_at	1110007C09Rik	-0.914337609939802	0.219429999069202	-0.708137422315611	0.024500133256014	-0.882262365492542
1416699_at	1110008F13Rik	0.446983574967058	-0.0406712488623135	-0.116190378234439	-0.106810388535816	-0.403145930439987
1419333_at	1110008J03Rik	-0.770825746234046	-0.0249064959853111	-0.203769851127334	0.0047424795257589	-0.369730621770009
1423947_at	1110008P14Rik	-0.124024213314975	NA	NA	NA	NA
1447982_at	1110008P14Rik	-0.287272967245062	0.0555338544123867	0.0103489570635187	0.129019735960311	0.0298010155114667
1459890_s_at	1110008P14Rik	-0.277035915985278	-0.0746570097033112	-0.316164523671773	-1.64378689375123	0.124229728031155
1451302_at	1110012L19Rik	-0.542642684741767	0.21473133763276	-0.0526926944409816	0.159455092007377	-0.494521922480572
1421018_at	1110018J18Rik	0.341049144985443	0.102134688627458	-0.442151023146093	0.606667866076465	-0.0655116532027344
1452437_at	1110021J02Rik	NA	NA	NA	NA	NA
1418331_at	1110031I02Rik	-0.63365318956977	0.417568584619247	-0.53014692506137	0.038892225857964	-0.688049066796165
1417211_a_at	1110032A03Rik	-0.991860096834587	-0.00296404101111936	-0.777237355940976	-0.0617115172307487	-1.00038213241884
1417802_at	1110032A04Rik	NA	NA	NA	NA	NA
1417803_at	1110032A04Rik	0.6132946141198	-0.28344471994455	-0.159705882044964	-0.348075011258314	-0.550528976686891
1448697_s_at	1110034A24Rik	-0.042202969195456	0.118242361365617	0.310958099352709	-0.101737881720371	0.152486711940387
1434692_at	1110034B05Rik	0.137888133545591	-0.0313489653412873	0.0425438263884068	0.124776717293825	-0.204009984141311
1453827_at	1110035H17Rik	-0.57986167666818	0.0556626966130338	-0.246017837607985	-0.190970928278357	-0.278705545668419
1427906_at	1110037F02Rik	-0.408628680595649	0.24472752289566	-0.164992852660708	-0.0337101069780612	-1.13460280353651
1427907_at	1110037F02Rik	0.278285873801185	0.114489724297522	0.055012437120741	-0.0324795229311761	0.324805541939359
1428071_at	1110038D17Rik	0	0.0286536990312953	-0.607079220123772	0.198126868516969	0.292904408978357
1416885_at	1110038F14Rik	0.225951999560658	0	-0.161458313458519	-0.23408450625638	-0.784189205256018
1428675_at	1110049F12Rik	0.376417076981664	0.174119001132389	-0.169000926251798	0.23862345642711	-0.622085326729792
1437233_x_at	1110049F12Rik	NA	NA	NA	NA	NA
1455974_at	1110049F12Rik	NA	NA	NA	NA	NA
1428501_at	1110051M20Rik	-0.182636127727986	-0.187327647610409	0.429042518403002	0.192695426841653	0.0580875328775958
1436187_at	1110054M08Rik	-1.00788018179619	0.0354757793999694	-0.851005024754098	0.0895126813351856	-0.574376672113129
1428085_at	1110057K04Rik	-0.0457387186280123	0.151406074801836	0.329121427601077	-0.00960081059144713	-0.719484304029709
1436519_a_at	1110057K04Rik	-0.756661327052735	-0.17283074992778	-0.477629484073351	-0.194477194325465	-1.31984012674678
1437981_x_at	1110057K04Rik	NA	NA	NA	NA	NA
1418327_at	1110058L19Rik	0.132006666788359	0.161546758846726	0.161546758846726	-0.160249547477082	-0.30571095143702
1416841_at	1110059E24Rik	0	-0.295624329651535	-0.441239951657906	0.0663554841858591	-0.140365367072205
1418048_at	1110059G10Rik	-1.10212223089195	-0.151181183730252	-0.803648453509748	-0.0113304080624026	-0.82504236576187
1424318_at	1110067D22Rik	-0.326410614771317	-0.256816874609562	-0.0221021250370921	-0.241454363234171	0.205400203254564
1451313_a_at	1110067D22Rik	-0.676834103760845	-0.441524907575088	-0.0135173666130761	-0.341087265026189	0.465092815032746
1418003_at	1190002H23Rik	0.663622495647548	0.171727333965288	1.13972170198729	-0.252898285656634	2.04433328304649
1438511_a_at	1190002H23Rik	1.33031426453703	0.256017684933004	1.65404712155348	-0.538940111086642	3.35748556322741
1433581_at	1190002N15Rik	-1.599233124415	0.0747873307425984	-1.99144559336331	-0.561327013861151	-0.627042060770983
1433582_at	1190002N15Rik	-1.18691735699686	-0.439014966892003	-2.15321608089866	-0.902678400159429	-1.18691735699686
1426879_at	1190005F20Rik	0.178271384383486	0.185425987342674	0.586507930899155	-0.0148189207769178	-0.451928758183063
1452609_at	1190005I06Rik	-1.82505923960116	-0.0619897415740391	-2.20606303421953	-0.318462306101618	-1.48538245212113
1427932_s_at	1200003I10Rik	1.37374914933488	-0.11976834027262	2.29888255081635	0.857713025475107	3.018475749815
1449857_at	1200011I18Rik	-0.142679238721446	NA	NA	NA	NA
1454998_at	1200011I18Rik	0.244403525523579	-0.0411640563419358	-0.273419732101418	0.171896366064681	0.272142467751047
1427737_a_at	1200011M11Rik	-0.014979671850802	-0.0349864477609616	-0.204577585056556	0.22281284611219	-1.05602973966069
1423118_at	1200014J11Rik	0.263014795270401	0.043237666102165	-0.222110133495396	NA	NA
1427932_s_at	1200015M12Rik	1.37374914933488	-0.11976834027262	2.29888255081635	0.857713025475107	3.018475749815
1435137_s_at	1200015M12Rik	1.62133609296128	-0.1240211931482	2.28203096399362	0.78917488145105	3.19255119393124
1428106_at	1300001I01Rik	1.31201918059888	-0.0661267827603798	0.819764484637306	-0.28354541075411	0.943971144966868
1424904_at	1300010F03Rik	0.215449972181712	0.0666833786942833	-0.354840552822226	-0.198255688338767	0.352407504433243
1431800_at	1300010F03Rik	-0.0522094196786278	0	0.079449850748456	0.075897112996679	0.396135866070611
1424722_at	1300017J02Rik	NA	NA	NA	NA	NA
1426828_at	1300018I17Rik	-0.131212655891819	0.145402738040342	0.511073124086456	-0.0570065184946573	0.404185114792304
1430437_a_at	1300018I17Rik	NA	NA	NA	NA	NA
1439390_at	1300018I17Rik	NA	NA	NA	NA	NA
1448903_at	15-Sep	-0.0970878903628094	-0.395254161786385	0.0650130126577562	0.127229545272046	-0.985116372188358
1428684_at	1500001M20Rik	0.72399746565566	0.171062324092	0.728831851791675	-0.10305862194578	-0.725785706524277
1425737_at	1500002F19Rik	NA	NA	NA	NA	NA
1420809_a_at	1500003O03Rik	-0.312076721136194	-0.297712478686229	-0.642524333126158	0.390252757726062	-0.346160534085262
1420810_at	1500003O03Rik	-0.356232465145851	-0.23783680526857	-0.712958770952822	0.559818772143284	-1.2698143032246
1450007_at	1500003O03Rik	0.0927085787976862	-0.131189161683677	-0.341478185629157	0.0298807774711678	-0.0997293546767573
1436176_at	1500004A13Rik	NA	NA	NA	NA	NA
1423655_a_at	1500010J02Rik	1.1711526724965	0.330958094615791	1.25860855955697	0.318634219169531	0.996359704123711
1423656_x_at	1500010J02Rik	1.17920736603967	0.316640329203353	1.31013633952896	0.264971301599751	1.15204834498688
1437713_x_at	1500010J02Rik	0.0992487793974002	NA	0.174563815998872	NA	0.227687034793759
1424192_at	1500011H22Rik	1.01198734545855	-0.0473955491729861	0.781047322558992	0.646486253487912	-0.783430696796844
1423261_at	1500015O10Rik	NA	NA	NA	NA	NA
1417840_at	1500031L02Rik	-1.23202108246974	0.0713635091283233	-0.413385010450215	-0.218717739121185	-0.137198475939389
1452584_at	1500032L24Rik	-0.0967769189433767	0.130483996182148	-0.10892090869948	-0.71482625998733	-0.456118314649334
1419660_at	1600012F09Rik	-0.442690152327777	0.000500575631070532	0.0372044392975113	-0.262505347687982	-0.55725489768454
1419661_at	1600012F09Rik	NA	NA	NA	NA	NA
1449557_at	1600012F09Rik	NA	NA	NA	NA	NA
1428217_at	1600012H06Rik	-0.905401938903982	-0.108131051999966	-0.747094894972422	-0.0191896776297265	-0.975321154446825
1428218_a_at	1600012H06Rik	0.779521828578591	-0.0501839999966087	-0.15587833913773	-0.0667776415021901	-0.644532111160277
1424444_a_at	1600014C10Rik	0.140761763305941	-0.377876161896502	-0.407056099151326	-0.248691247751277	0.707518325006737
1436289_x_at	1600014C10Rik	NA	NA	NA	NA	NA
1455641_at	1600014C10Rik	NA	NA	NA	NA	NA
1449327_at	1600015I10Rik	NA	NA	NA	NA	NA
1423933_a_at	1600029D21Rik	0.0107406172723792	0.21328786448149	0.916501149161197	0.455577450145757	-0.0832990389894839
1423934_at	1600029D21Rik	NA	NA	NA	NA	NA
1452602_a_at	1700001C19Rik	NA	NA	NA	NA	NA
1460425_at	1700001C19Rik	-0.157070166487063	0.304791628984522	-0.299322118941976	0.0689582169149174	0.340767501540541
1417906_at	1700001F09Rik	NA	NA	NA	NA	NA
1449562_at	1700001G17Rik	NA	NA	NA	NA	NA
1419151_at	1700001J03Rik	NA	NA	NA	NA	NA
1422722_at	1700001K19Rik	NA	NA	NA	NA	NA
1424795_a_at	1700001O22Rik	NA	NA	NA	NA	NA
1449879_at	1700008F21Rik	NA	NA	NA	NA	NA
1449284_at	1700008P20Rik	NA	NA	NA	NA	NA
1419624_a_at	1700010I14Rik	NA	NA	NA	NA	NA
1436863_at	1700010I14Rik	NA	NA	NA	NA	NA
1449541_x_at	1700010I14Rik	NA	NA	NA	NA	NA
1420435_at	1700011A15Rik	NA	NA	NA	NA	NA
1419294_at	1700011H14Rik	NA	-0.102217936752743	NA	NA	NA
1419187_at	1700012L04Rik	NA	NA	NA	NA	NA
1425657_at	1700016D06Rik	NA	NA	NA	NA	NA
1429758_at	1700017B05Rik	0.939301435158328	NA	1.24925910993714	0.324659366726592	0.267189265000455
1451061_at	1700018B24Rik	NA	NA	NA	NA	NA
1449923_at	1700018F24Rik	NA	NA	NA	NA	NA
1430956_at	1700019G06Rik	NA	NA	NA	NA	NA
1420767_at	1700019G17Rik	NA	NA	NA	NA	NA
1436669_at	1700019G17Rik	NA	0.0870387780938202	NA	NA	NA
1436670_x_at	1700019G17Rik	-0.372345379819903	0.0456344617298887	-0.409840560675588	-0.285545015614589	-0.233519611084602
1429845_at	1700019L03Rik	NA	NA	NA	NA	NA
1449074_at	1700019N12Rik	NA	NA	NA	NA	NA
1451001_at	1700019N19Rik	NA	NA	NA	NA	NA
1422633_at	1700020D05Rik	NA	NA	NA	NA	NA
1430989_a_at	1700020I14Rik	0.272237600304557	-0.0367297401564883	-0.619172304290026	-0.135515148701665	-0.61293478452628
1421019_at	1700021F05Rik	0.159496188804063	0.04669964106869	-0.10818497155517	-0.298093255961467	-0.444983279531332
1448030_at	1700023D09Rik	NA	NA	NA	NA	NA
1419326_at	1700028P14Rik	NA	NA	NA	NA	NA
1419715_at	1700029F12Rik	NA	NA	NA	NA	NA
1450999_a_at	1700029H14Rik	NA	NA	NA	NA	NA
1424784_at	1700029I01Rik	-0.22194175135546	-1.48074412745117	-0.883592882477233	-1.21971094795788	0.307144566655101
1451477_at	1700029I01Rik	NA	NA	0.448444870104215	0.242044538751401	NA
1449276_at	1700029P11Rik	NA	NA	NA	NA	NA
1424447_at	1700030K09Rik	-0.157311148482284	0.100012859273059	0.394957546258673	0.179775879412407	-0.265755793418047
1419016_at	1700034I23Rik	NA	NA	NA	NA	NA
1419742_at	1700037H04Rik	NA	NA	NA	NA	NA
1460262_a_at	1700037H04Rik	-0.685960533888792	0.152962730172796	-0.637694650704868	-0.190061978838838	-0.17170727389431
1429122_a_at	1700040I03Rik	0.920145639360623	-0.1651617123183	-0.381967001978875	-0.669209157218263	-0.448971464004079
1449239_at	1700045I19Rik	NA	NA	NA	NA	NA
1421495_a_at	1700052N19Rik	0.443769083166585	NA	0.430130149322815	NA	NA
1454879_s_at	1700052N19Rik	-0.107429929596147	0.0255727019953795	-0.414815121649109	0.00449256943206411	-0.0689336221143311
1424796_at	1700054N08Rik	NA	NA	NA	NA	NA
1451483_s_at	1700054N08Rik	0.85237243014777	NA	0.483842919360066	NA	NA
1420424_at	1700054O13Rik	NA	NA	NA	NA	NA
1420574_at	1700065I17Rik	NA	NA	NA	NA	NA
1420724_at	1700067P10Rik	NA	NA	NA	NA	NA
1417053_at	1700071K01Rik	1.11345704458296	0.180378395675709	1.05342931681588	0.0156992436571732	-0.463129942917225
1448563_at	1700071K01Rik	0.56168104649741	0.150777443360319	0.891366559212966	0.0666580021424821	0.202161729996542
1420257_at	1700073E17Rik	NA	NA	NA	NA	NA
1420258_at	1700073E17Rik	NA	NA	NA	NA	NA
1432301_a_at	1700074P13Rik	NA	NA	NA	NA	NA
1419337_at	1700080E11Rik	NA	NA	NA	NA	NA
1421639_at	1700082M22Rik	NA	NA	NA	NA	NA
1422774_at	1700088E04Rik	NA	0.124905707648686	NA	-0.00570047699410647	NA
1449832_at	1700091H14Rik	NA	NA	NA	NA	NA
1420702_at	1700093K21Rik	NA	NA	NA	NA	NA
1429907_at	1700094D03Rik	-0.397204508489393	0.290581310294195	0.192328185848784	0.0279589340025517	-0.634656096601549
1460266_at	1700094J05Rik	NA	NA	NA	NA	NA
1436419_a_at	1700097N02Rik	NA	NA	-0.0886719282726145	NA	NA
1455692_x_at	1700097N02Rik	NA	NA	0.120897090698804	NA	NA
1456546_at	1700097N02Rik	NA	NA	NA	NA	NA
1419531_at	1700102P08Rik	NA	NA	0.167746351806918	NA	NA
1453876_at	1700120B22Rik	NA	NA	NA	NA	NA
1420681_at	1700120K04Rik	NA	NA	NA	NA	NA
1421675_at	1700123K08Rik	NA	NA	NA	NA	NA
1416917_at	1700123O20Rik	-0.190217847595974	-0.0547259402146913	-0.114103632613167	0.00656515950463188	-0.478372536535314
1423469_at	1700129C05Rik	NA	NA	NA	NA	NA
1425242_at	1810006K21Rik	-0.533555871568852	-0.101601021566758	-0.101601021566758	-0.188968083261174	-0.580583465644061
1417448_at	1810008A18Rik	-0.023462353984578	0.244203382760617	0.0560320839352837	-0.151936950365722	0.0473106388297726
1417886_at	1810009A15Rik	0.0226390720753038	0	-0.486678570156716	-0.510118379252268	-1.05424010601717
1422918_at	1810009J06Rik	NA	NA	NA	NA	NA
1429730_at	1810009N02Rik	-0.268146064660665	0.091935177837617	-0.476379934801431	-0.160158626578239	-0.475489417349526
1451415_at	1810011O10Rik	4.45850985847011	-1.43192376048675	3.7378675678093	-0.687954595642562	4.14041769635353
1452626_a_at	1810014F10Rik	0.817953102393973	0.378421343552663	0.567168155969243	0.303641451920439	0.431181632408045
1417797_a_at	1810019J16Rik	-0.201496855950589	-0.000254250332242023	-0.20749992422571	-0.142677169928616	0.23741502043231
1417798_at	1810019J16Rik	-0.385750351943887	0.257698094594317	-0.271121877812507	0.390385296190435	-0.553665870542819
1419800_at	1810019N24Rik	NA	NA	NA	NA	NA
1451381_at	1810020D17Rik	-1.16450045170944	0.135510807002586	-0.691451013081802	-0.107621320080819	-1.71850162587148
1448038_at	1810021B22Rik	-0.0786748715419874	0.24855984819378	-0.152755946447098	NA	NA
1426746_at	1810026J23Rik	0.158482077238238	0.371204890629466	-0.0321311768673933	-0.0305238324441923	-0.0580493673448288
1452175_at	1810026J23Rik	0.143625189217969	0.0754652968972511	-0.0584781777656218	-0.0479469726725901	0.200214845571129
1423289_a_at	1810029B16Rik	0.492463802090977	0.0472026426047547	-0.0271785279954173	-0.341944869308784	0.0980289506564764
1431117_x_at	1810029B16Rik	NA	NA	NA	NA	NA
1417735_at	1810030J14Rik	NA	NA	NA	NA	NA
1430292_a_at	1810030N24Rik	-0.587081278860961	-0.0236908236478168	-0.153248945858689	0.0304368844540477	-0.92601212142929
1429198_at	1810030O07Rik	NA	NA	0.258531900945173	NA	NA
1433867_at	1810030O07Rik	-0.029024471611943	0.162367694224129	0.00584826855875509	-0.035960345133307	-0.19334138686894
1427879_at	1810031K17Rik	-0.448446496498546	-0.117642766848755	-0.148957271827813	-0.00667532007429372	-0.16611042430088
1436677_at	1810032O08Rik	1.14856677785563	NA	1.30735368813079	NA	NA
