GeneSymbol	P18-P21_Bu_0division_2	P18-P21_Bu_0division_3	P18-P21_Bu_1-2division_1	P18-P21_Bu_1-2division_2	P18-P21_Bu_1-2division_3	P22-P25_Bu_0division_1	P22-P25_Bu_0division_2	P22-P25_Bu_0division_3	P22-P25_Bu_1-2division_1	P22-P25_Bu_1-2division_2	P22-P25_Bu_1-2division_3
0610040A22Rik	NA	-0.246076389447822	NA	NA	-0.295763691098838	0.554652430137386	NA	NA	NA	-0.367893941053699	NA
0610040B09Rik	-1.76473981750196	0.344128412544903	-1.58772499115536	-2.9789495345113	-1.51668416291221	-0.543429726072283	0.245740531679791	1.19106709805484	0.709934495995439	-0.773132693646489	0.451103871922669
0610040B10Rik	NA	NA	NA	NA	0.101515758572716	0.396905413411542	NA	0.219141146355438	NA	0.232052031474479	NA
0610040F04Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0610040J01Rik	NA	NA	NA	NA	NA	NA	1.17448464061815	NA	NA	0.821005538675735	NA
0610042E11Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
0710001A04Rik	-0.178048585042427	NA	NA	NA	-0.0103675671242831	NA	NA	NA	NA	NA	NA
0710001D07Rik	0.113652524393571	0.237179139067988	0.215086658896705	0.418463249714688	-0.134273369430997	-0.359316892898955	-0.325732922978753	-0.163584758522902	-0.00827198463642187	-0.867877465149956	-0.19186713119556
0710007G10Rik	-0.464859100327914	-0.182351257942199	0.305787998457178	-0.554216903437241	0.096213450794882	-0.858994725180613	-0.528124079889811	-0.448434522706547	0.315429601595636	-0.119941772417398	-0.075393991747565
0910001L09Rik	-0.132880833171959	0.7050995981919	0.141599432392434	-0.212752523274898	-0.0877524878959903	-0.386373586902581	-0.0419079023805322	0.197109594563665	-0.303976740854053	-0.162501104094614	0.552787948301393
1-Mar	0.0359198943920038	NA	NA	NA	NA	NA	0.611836568344973	NA	0.473502231335539	NA	NA
1-Sep	NA	0.360620676843158	NA	NA	NA	NA	NA	NA	NA	0.584431885468071	0.21903141361404
10-Mar	NA	-0.11805367854959	NA	NA	NA	NA	NA	NA	NA	NA	NA
10-Sep	0.180431328547286	-0.188397353282966	0.162376218375476	0.131577645208721	-0.0242117995698878	0.495105133302309	0.21168959590974	0.365061853919752	-0.211280687387304	0.322888791620174	0.0292985855653409
100043387	-0.0191088820015581	0.207935350118136	-0.681018478778215	-0.175117270241357	0.283975577745849	0.217216795771659	0.137987385366871	0.657194977100843	-0.726834505247145	-0.201700600593678	-0.115429082700686
1010001B22Rik	NA	-0.255316208551992	NA	NA	NA	NA	NA	NA	NA	NA	NA
1010001I08Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11-Mar	NA	NA	NA	-0.252217220479229	NA	NA	NA	NA	NA	NA	NA
11-Sep	-0.0990754676253607	-0.0427841831530893	0.188274472579653	0.185777886356767	0.0484017059125739	0.344466645735617	0.0418442728416242	0.202647505276262	-0.232890037566872	0.511316647001419	-0.0671236033859355
1100001G20Rik	-0.460023585392214	-2.91385895108789	0.0901368260742448	0.396836539652742	-1.20903000525964	-1.52864209041274	-2.46584128705234	-1.48362069266637	-0.105116862885506	-3.13114455267415	-4.30267833865208
1110001A16Rik	-0.262040356018723	-0.134857971475724	-0.546373285433058	-0.485114546404692	-0.696622023447111	-0.272152409121273	-0.379815560624563	0.110829113441718	-0.451806995333689	-0.42816195572273	-0.613070200955899
1110001J03Rik	-0.449374653339383	-0.175598974272038	0.637141342324292	0.481021376938791	-0.325552002852152	-0.738655725900783	-0.648243497059592	0.473383643184022	0.318423622422039	-0.141042110204062	-0.35118208630149
1110002B05Rik	0.114801832388903	-0.136443217327248	0.329003752397311	0.360776576255898	0.374452798731383	0.068500680269878	0.0948440764925085	0.0531090219140005	0.193602905441022	0.111918855462587	-0.0176097687098746
1110002E22Rik	NA	NA	NA	NA	0.399863543667354	0.808864510109386	NA	NA	NA	NA	NA
1110002L01Rik	NA	0.879684812327917	1.34477793694987	NA	NA	0.667034696125726	0.31954383531651	-0.0335351232687691	NA	0.186621994641354	1.39296939209908
1110002N22Rik	-0.688987828789659	-0.606263225757231	-0.819161311627565	-0.493490577136126	-0.250360925227612	-0.552512039709449	-0.804262622884628	-0.435812937273897	-0.825265610586057	-0.775627418440439	-0.018970808464899
1110003E01Rik	0.0219322763027705	-0.355218544680858	-0.268965025584833	-0.276761047565778	-0.53872065227824	-0.195155270810677	-0.427561471977546	-0.217655496693739	-0.200982952566964	-0.409576475548548	-0.527931362699816
1110003F02Rik	NA	-0.751516865458774	NA	NA	-0.78474815655357	NA	NA	-0.98238511218867	-0.240219716118486	NA	NA
1110004E09Rik	-0.437760338406278	-0.216449707012493	0.0055232476811149	0.1364355938853	0.100857118488334	-0.270807107224414	0.0217620893371344	0.440652373726537	0.0943644083405943	-0.0503071437145688	0.136067835998136
1110004F10Rik	-0.326912817878348	-0.0154040596495175	-0.104019633920689	0.0829662030002734	0.0474130608896406	0.0307217312626715	0.0170642279727033	0.410826082571029	-0.134646801822729	-0.118034232043087	0.161467030422381
1110004M10Rik	-0.0227823915735721	0.486626840725876	0.294598369341873	-0.590688941213289	-0.395309159839845	-1.10698751991643	-0.0950227915423811	-0.308001265726539	0.0741760785592347	0.258872773345391	-0.0272301472829803
1110005A03Rik	-1.03904880125374	-0.502302478545407	-0.713237737505819	-0.732506671323347	-0.120570691731814	-0.364859197581483	-0.796378795398583	0.0375964223181544	-0.790509008648987	-0.905020039710884	-0.0265941877835498
1110006E14Rik	NA	NA	NA	NA	NA	NA	NA	NA	-0.3849870862404	NA	NA
1110006G14Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110006O24Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110007C09Rik	0.282013049517737	1.23148396932199	NA	NA	NA	NA	NA	1.3151688047799	NA	NA	0.590644269039243
1110008E08Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110008F13Rik	-0.609266576794063	-0.58552939433144	-0.287795694038396	-0.377829767214443	-0.402148230984221	-0.231731349094326	-0.285834853120546	-0.204450374819034	-0.0776822860373509	-0.593432091688734	-0.699896822728938
1110008J03Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110008L16Rik	0.782589026029027	1.07653833008912	1.5374243625412	1.40113532129293	1.31106761137884	0.339281074775713	-0.108606244895085	0.390899532429905	0.928780676136214	0.980909605132435	1.21061251534889
1110008P14Rik	-0.0263942675998563	0.281071680590443	-0.47214933745711	-0.237072239181475	-0.179171612324584	-0.19650768754631	0.23803875343099	0.358341106053791	0.212895150771699	-0.313000335563692	0.277291302064208
1110012J17Rik	NA	-0.155317023677219	NA	NA	-0.313024275246735	NA	-0.298435336027931	NA	0.252369639886613	NA	NA
1110012L19Rik	-0.255200164134289	0.148982666572227	0.144338216781394	-0.290104325702966	-0.283604633251095	-0.4378658586672	-0.348477513410575	0.375433078735073	-0.111916226160629	-0.582648419311642	-0.51454431253747
1110014L15Rik	-0.360393405629408	-0.974852634203996	-0.00352084355349103	NA	NA	NA	-0.334758452132362	-0.0275664516971768	NA	-0.375505341224099	NA
1110014N23Rik	-0.0709406940876462	-0.240172716031499	0.380200757912725	0.154715231095909	-0.0173517739285813	0.00418597796300979	-0.388969391344038	0.308000969022961	-0.114855144888338	0.28827301920463	-0.260693806414113
1110015O18Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110017D15Rik	NA	NA	NA	NA	NA	NA	NA	-0.180707133672922	NA	NA	0.272906085734487
1110017F19Rik	1.12625720566104	0.478372873363745	1.21813008148136	1.13385223418917	0.548958783244615	0.45882006784199	0.39098408799576	0.220473977416846	NA	0.824597180972477	1.26492450046723
1110018F16Rik	0.783527861641891	0.21217128339269	0.207144765285396	0.240094877732213	0.259495651342902	0.314997410759743	0.515072937964927	-0.00890702195947135	0.0426004777182794	0.102300180944526	0.138559563143549
1110018G07Rik	-0.267947841695308	-0.153598176773884	-0.625148871801315	-0.288151314795269	-0.87487181527585	-0.427583309789179	-0.655009368676222	-0.460512312525211	-0.483650108495583	-0.315301952822582	-0.414895750001511
1110018J18Rik	-0.681054206747164	-0.390177799291449	-0.766772644006657	-0.839475934055728	-0.633073163758434	-1.18073267511437	-0.747841702716274	-0.279288229320741	-0.0834623385658197	-0.836834390102471	-0.631553942083574
1110018N20Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110019B22Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110019D14Rik	-0.288395817414005	-0.107979393749693	1.14643126767616	0.504433771829346	1.43457455353571	-0.0125335933221447	-0.200160469803916	0.0209419781248057	0.121109863967411	0.823814124562377	0.512719146953119
1110020A10Rik	0.166948389740119	-1.99096635527416	0.09578004903614	-0.0651774158348566	-0.268623490182639	-0.914788697764997	-1.17144337875367	-1.01655882466667	-0.62705449057519	-1.51670021479895	-1.50241377468915
1110020A21Rik	0.996722039411911	NA	NA	NA	0.447758847380945	NA	0.662248508965665	1.41694432050132	NA	NA	NA
1110020C17Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110021J02Rik	-0.137402787920139	0.217119778313312	0.0995391967604422	-0.313056752147256	-0.02228803075741	-0.475280360044967	0.769814031608174	0.250199029394475	0.153418819001802	0.377826487081749	0.524504075975692
1110021L09Rik	0.222570709589986	0.78938736975604	0.645555711643752	-0.057934792032845	0.118488194946751	0.455429042287739	0.0366397801726821	-0.451143412055164	0.262864625915446	0.851806820152871	0.652840112547937
1110028F11Rik	NA	0.268425921111726	0.97838716255248	0.884616249209236	0.696728181961739	NA	NA	NA	NA	0.292514786773235	NA
1110028F18Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110031I02Rik	-0.810325316256382	0.134841204578073	-0.26157120936659	-0.173830675604043	0.324610982070641	-0.212119327539598	0.469978328592886	0.475763295797625	0.446353648065154	0.159592761104927	0.144230864836809
1110032A03Rik	0.124978875917842	1.09802789350418	0.37579262865985	-0.0876379859132372	0.419333751316037	0.133139967760519	0.530319780623616	0.694293197261812	0.523920580396796	0.462744492351325	0.14754957284814
1110032A04Rik	NA	-0.204753285459149	NA	NA	-0.036309201725504	NA	NA	0.353127860670059	NA	-0.109205722755102	NA
1110032F04Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110034A24Rik	-0.170174740466909	-0.350439600919652	-0.586060064598374	0.138750979235709	-0.0959314448780546	0.169864941694948	0.265557074106226	0.68896979282438	-0.27892977780029	-0.0151066133254893	-0.0580426369556957
1110034B05Rik	-0.683767624491908	-0.994319364147033	-0.357229398015019	-0.269693880668326	0.238132900234824	-0.488901600024819	-0.229237359217043	0.300235819738564	-0.0250544112638877	0.242221547469915	-0.156157369748453
1110034G24Rik	NA	0.225961968831466	-0.259635906742681	0.197126755617324	-0.578766398412801	-0.0137293159898366	-0.335898229671398	0.491199084009244	0.990290501185644	-0.497459541653696	0.209059565174623
1110035E04Rik	0.856030975656491	0.178986686869758	-0.356172453047275	-0.450506678380649	-0.50002804167173	0.413255745730966	0.271451565729252	-0.733892372691284	-0.0392309817725147	-0.365510946537955	0.252854998047654
1110035H17Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.192323951334394	NA
1110035M17Rik	NA	0.886567671759178	NA	NA	0.0333717897511248	NA	NA	NA	NA	0.0558093453492541	0.0327365873311614
1110037F02Rik	-0.141468365284286	0.531570763151533	-0.155201590604656	-0.086245667035306	0.0371448707892883	-0.0568438913776594	0.0992301159621674	0.0430927658965907	0.197576632686633	0.0190094341967715	0.28901545727548
1110038B12Rik	-0.382297765556228	0.0232953487672667	0.222336856716819	0.761049550713029	0.311971809899104	0.198272318066302	-0.0210029691326614	0.967745133507588	0.686745020363947	0.707192275642251	0.253637347964251
1110038D17Rik	0.195114031572147	-0.301387731304629	0.0396792152322298	0.743310331017616	0.942927274001404	0.549367751339182	0.596378894172176	0.811677991703096	0.848693513180584	0.584377779662677	0.526592029226179
1110038F14Rik	0.201414500822825	0.488621196088312	0.32496010341446	0.301979500673509	0.245007699348433	0.283241680659144	0.179325367808858	0.933326246397954	0.656962079053072	0.420640987544365	0.486386065656017
1110046J04Rik	NA	NA	NA	NA	NA	NA	0.38748781900489	NA	NA	-0.0833185401858016	NA
1110049F12Rik	0.290501709305039	0.59694193149978	0.219331825403682	0.416529793994009	0.476699195105006	0.243141330798812	0.375891677628658	0.987644492281149	0.00877729962603624	0.209160947410236	-0.283317362368388
1110050K14Rik	NA	NA	NA	NA	NA	NA	-0.516035719824595	NA	NA	NA	NA
1110050P16Rik	NA	NA	NA	0.47439243028417	0.198472942791425	NA	0.0975610166628655	NA	NA	0.338966696969475	0.225953298096864
1110051M20Rik	0.14828828138601	0.0114362354862392	-0.475655195529995	-0.377070126092934	0.303197075809993	-1.15575562373559	-0.407087961442592	-0.221794476731334	-0.296678727077031	0.186452262520948	0.544992015224824
1110054M08Rik	NA	1.5150322796215	NA	-0.0701734807905385	-0.0129895628187668	0.0983216205895108	-0.172366438845296	0.385354929733921	NA	0.0666823582710387	0.474381170127651
1110054O05Rik	-0.0465366386188069	0.261515069686591	0.777851593570695	0.368533714497358	0.549444849946438	0.538235797403811	0.499604311426179	1.04978745323246	0.347595168314804	0.481483008873975	-0.359270752522989
1110057K04Rik	0.287765592926741	0.404761633589271	0.653423180752083	0.5270373205752	0.617421405278795	-0.16203124353593	0.322688709437576	0.525515231660836	0.253181536894301	0.314727022772427	0.280904060884475
1110058L19Rik	0.19864165129117	-0.338838020679725	0.45482933082501	-0.0951444844370091	-0.19739975901555	0.264703732334116	-0.324037779411744	1.02799261291048	0.961492973057575	0.00130263809527698	0.27603854755162
1110059E24Rik	0.161379708026185	0.642888079345059	0.42213566739557	0.755760394867143	0.776474054718911	0.544933643710197	0.558198324963918	1.21660550801441	0.784644660640465	0.568447876847036	0.715511679947007
1110059G02Rik	0.537966849316551	0.117447266282475	-0.334764742430225	-0.445450077350035	-0.764461372492625	0.180831391427775	-0.213210267242257	-0.0985153921635398	0.378295138999633	-0.421653688478258	-0.0816618657807426
1110059G10Rik	-0.412853157702253	-0.540172365635408	-0.277382074733561	-0.0133702039173667	-0.200647578475987	-0.442214038098978	-0.38459953802726	0.207535743940246	-0.117991041990402	-0.356442972489523	-1.23966331566856
1110059M19Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110064A23Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1110065P20Rik	NA	NA	NA	NA	0.885208236161794	NA	NA	1.39065265117234	NA	0.616232157827554	0.723051390926958
1110067D22Rik	0.116749358910622	-0.105538489805451	-0.252712578516346	-0.0788732284187077	0.0267803762600938	-0.21582070807924	-0.18473311057878	-0.339494817330247	0.0531184601794026	-0.236562278205819	-0.176209108112467
1190002F15Rik	NA	NA	NA	NA	0.356617919485068	NA	0.39707137494134	0.947063531185243	NA	1.11814427635947	0.463910264309634
1190002H23Rik	-0.0856651586341894	-1.10339363322021	1.6814960887597	1.76825314821219	0.610012273198415	-0.602943993371545	-0.789309282793221	-0.377859426905204	0.231713841479124	-0.787255298919328	-2.42121884549219
1190002N15Rik	-0.322171486658883	-0.384209905723589	0.707495225734192	0.733864717982739	0.446291938869491	0.00278901814149624	-0.215467947756514	-0.27881687720706	0.757529426277703	0.178204351861441	-0.0631123392351425
1190003J15Rik	0.0510229073777158	0.152443593594145	-0.0417195103996608	-0.0367658274089573	-0.279392656761448	-0.0282534877906837	0.0774161432429983	0.146926867884872	-0.0577201234114124	-0.442474037631452	-0.0493397191700238
1190003K10Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1190005F20Rik	0.706612840145991	0.651875674903744	0.51475509269449	0.19380577959891	0.0749647447222177	-0.711252295177575	0.0321322024561095	0.406407507766219	0.12606961384217	-0.100597668312293	0.3225437239522
1190005I06Rik	-0.24426986168341	0.307723269899917	-1.28648553400488	-2.04350305329411	-1.38653810311334	0.175938092371577	0.0118056174228993	0.747763308562945	0.139764250570741	-0.722511926684865	0.425561922514264
1190007F08Rik	0.00791202695849158	0.589100835585452	0.0421840030173719	-0.377257436939944	0.279574656135173	-0.117674581923225	0.134637134427432	0.463362063404123	-0.0610772445708783	0.351322183260537	0.731168484632294
1190007I07Rik	NA	0.718008620863489	NA	NA	0.413108662167584	NA	0.996479786976584	1.63769848689351	1.70545004596837	1.36308439024833	0.978365166444105
12-Sep	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1200003I10Rik	0.1641645993832	-0.153521907960704	1.41543161680519	1.7109211658583	1.03951867266989	0.11734743147442	-0.232435052990416	0.563900847573822	0.550087725380337	-0.0133644648339271	0.08811285358356
1200007C13Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1200009I06Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1200011I18Rik	-0.689138307590901	-0.034876123806979	0.122460453715521	-0.154211589224029	-0.430864061876138	-0.201778494132317	-0.245393768010624	0.26123377783863	-0.0206496946370178	-0.126865659551335	0.0865652862915245
1200011M11Rik	NA	NA	0.415493634144153	NA	0.237482285411998	0.511628006054234	0.642645132544374	0.844226302653691	NA	0.544996279118886	0.306427828832175
1200014J11Rik	-0.134234855412137	0.154874799724455	-0.11965139194627	0.0777832002200736	0.494437776997043	-0.214529841777262	-0.54026404369672	0.827711033052989	0.404624147069933	-0.0347402652929496	0.204970641187034
1200015M12Rik	0.277338157286383	-0.0844599712381999	1.54015669825752	1.76869569612341	1.19226500207451	0.0811173349766454	0.137331136423501	0.339975912930769	0.000146654544922242	0.247178909766658	0.314924686324418
1200016B10Rik	-0.336839931873136	-0.211484292599083	-0.319248408127841	-0.233482043709346	-0.528157019405872	-0.46757057471245	-0.524983917832759	-0.307543687038673	-0.563388281436163	-0.139720882259034	-0.499066954873094
1300001I01Rik	0.387967344664339	0.263259951951501	0.49592560010084	0.736776810424768	0.799052974560915	-0.111388035928583	0.355006419491989	0.584565697635194	0.246890138063212	0.211489425842537	0.240492616604805
1300002E11Rik	0.000625901308134225	0.578366602742345	0.636473389490455	-0.0989518030996503	-0.466979475415735	0.280693071858156	-0.0721599871062253	-0.700588545253058	0.231075904538919	-0.153712503980026	0.270891915864305
1300002K09Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1300010F03Rik	-0.102646576149712	-0.0936222801170983	-0.263410392778516	0.0444231802747068	-0.812658179497852	0.15627636170084	-0.37755355603049	-0.000567904639667827	-0.012475128491046	-0.478462045691131	-0.281959404872663
1300014I06Rik	0.0247660157876268	-0.215296598903475	-1.73240614438914	-2.14481958663482	-2.04182748916272	-0.028579879468225	-0.334522392347335	-0.0501742425031928	-0.150930791980098	-0.525426661697354	0.067075497920122
1300014J16Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1300015D01Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1300017J02Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1300018I17Rik	0.0586785135864232	0.273705802869732	0.387985743689145	0.345572399065878	0.0506034943179134	-0.105153185265717	0.16931541222579	0.536317215421246	0.0841131802381789	0.425871214698656	-0.112819985048025
1300018J18Rik	NA	0.00332636270755948	NA	0.176367845442305	-0.0651624584279897	0.371946227893119	0.153395881693011	0.432403968591623	NA	-0.125889472692991	0.491864813834717
130004C03	NA	0.78731710966563	NA	NA	1.30086696404165	0.941663929561363	NA	0.559721527340029	NA	-0.113311544983191	0.656188563002496
14-Sep	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15-Sep	-0.254870446484271	0.212271824239041	0.000991417714115705	-0.101399307382262	-0.0887564385189643	-0.0482528583353674	0.0242771037129126	0.29588731581584	0.164495019174157	-0.0149540990165926	0.397997445394506
1500001M20Rik	-0.178244817065867	-0.189288143718157	0.0580990680915265	-0.183946585010766	-0.125829988628077	-0.075903314761967	-0.237812445219583	-0.177157681954801	-0.105854792937297	0.177163450370515	-0.470774490238866
1500002C15Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.318931485146618	NA
1500002F19Rik	-0.632370651554527	-0.217009562107376	0.141410206585291	NA	0.320091416115512	0.00293805832619576	-0.265737696078345	0.117544900316439	NA	0.229096822040977	0.315206960875172
1500002I01Rik	NA	NA	NA	NA	NA	0.510896295709256	NA	NA	NA	NA	NA
1500002K03Rik	NA	-0.416062880872491	0.945974534252912	NA	NA	NA	NA	-0.170348137665029	-0.212148811173603	-0.349045761752758	NA
1500002O10Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1500002O20Rik	NA	NA	NA	0.741536937142859	0.440089600450887	0.764960409026033	0.432111515051284	0.390845014453225	NA	NA	0.486728862634026
1500003O03Rik	0.0510154847190822	-0.505995249682043	-0.131272913647049	-0.393258891242002	-0.684900456635974	-0.299458003478199	-0.266816907359287	-0.164990825364615	-0.502719821846794	-0.565848132055276	-0.494775365779999
1500004A13Rik	0.341417212422047	0.395801761772089	0.655237425963136	0.746790139182873	0.852187150692609	0.102969172494665	0.452614005734324	0.0788820109327291	0.346228662268405	0.461441116209324	0.766444330668012
1500004F05Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1500005C15Rik	0.702606293401418	NA	1.28674571069802	NA	NA	NA	0.553149512362659	0.367399103183541	NA	0.206190413731586	NA
1500009C09Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1500009L16Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1500010J02Rik	0.89156118455994	0.689406747278848	0.759110239472501	0.759110239472501	1.36873512534231	1.10383187190302	1.36939700523354	1.28051076260894	0.390827332022786	0.804686223250854	1.21933512391984
1500011B03Rik	-0.197903275915523	-0.109875043030037	-0.0811788519243466	-0.261269296902611	-0.21345433183575	0.327451486664876	-0.753119045054602	-0.12348481904408	0.424790929005535	0.184313462395172	0.0692208563077177
1500011H22Rik	-0.022190093801961	0.362120475394433	-0.295469703752541	-0.464479534497844	-0.138192120342935	-0.0332693828919437	0.0985139037844531	0.666749424610974	-0.372093026229376	-0.000525990061357895	0.642618066118627
