Probe_ID	GeneSymbol	aHFSC1	aHFSC2	qHFSC	TAC1	TAC2
1454968_at	1110034A24Rik	0.0986099789118633	0.0431764748897674	-0.295191456226122	0.563292537256932	0.868443189167178
1434692_at	1110034B05Rik	-0.398072924984453	-0.572404690086376	-0.369722023215303	-0.161429607070922	0.168006495182285
1437617_x_at	1110034G24Rik	-0.40235284094376	-0.0494886068513756	-0.331543976878693	-0.0293017818119585	-0.368356073466879
1452888_at	1110034G24Rik	-0.184852031406844	0.115027010556285	0.180828807882416	0.133940567662627	-0.195991722322145
1432114_at	1110035E04Rik	NA	NA	NA	NA	NA
1453827_at	1110035H17Rik	NA	NA	NA	NA	NA
1440976_at	1110035M17Rik	NA	NA	NA	NA	NA
1427906_at	1110037F02Rik	0.00254224868680186	0.202540003028014	-0.0900898329495599	-0.00445199204114743	0.611882915860694
1427907_at	1110037F02Rik	-0.203459417005268	-0.279810670385649	-0.341180486881536	-0.298071600693355	0.18448973060697
1441081_a_at	1110038B12Rik	0.737330999920406	0.525608712571216	-0.202690213421066	1.50422286050085	1.70557336446443
1428071_at	1110038D17Rik	0.506262546566384	0.724023407180923	-0.143190776251856	-0.0325447652873532	0.367219511447098
1416885_at	1110038F14Rik	-0.0466352598061395	0.263065070126316	0.147293842086382	-0.0920424606532038	0.104669091664494
1457779_at	1110046J04Rik	NA	0.144693208606784	NA	NA	NA
1428675_at	1110049F12Rik	-0.247241645141218	-0.110110010534829	0.0630219303425914	0.306626516715937	0.366722468566609
1437233_x_at	1110049F12Rik	NA	NA	NA	NA	NA
1455974_at	1110049F12Rik	NA	NA	NA	NA	NA
1430012_at	1110050K14Rik	NA	NA	NA	NA	NA
1430746_at	1110050P16Rik	NA	NA	NA	NA	NA
1428501_at	1110051M20Rik	0.425844853553736	0.28519587386206	0.47801385368552	0.0483374210728664	-0.0996233057587848
1436187_at	1110054M08Rik	-0.629323838367913	-0.477974463182066	0.0513541946106173	-1.73876929677793	-2.0655665870052
1429087_at	1110054O05Rik	NA	-0.561995966766123	-0.264331469130033	0.0214736034318239	0.415092822547061
1429242_at	1110054O05Rik	-0.531724206179456	-0.313915111990537	-0.245485552441379	0.352543695276443	1.1931041239439
1429243_at	1110054O05Rik	-0.023540662386301	0.228284082646181	0.0171795996434616	0.672759652272337	1.36568213458205
1428085_at	1110057K04Rik	-0.328974879599224	0.0570251657171532	0.0624591555667369	-0.0346149154787074	0.104860043173844
1436519_a_at	1110057K04Rik	-0.0762286670390111	0.288138897433733	-0.0921422083764982	0.332549088089168	0.312821896045913
1437981_x_at	1110057K04Rik	NA	NA	NA	NA	NA
1440295_at	1110057K04Rik	NA	NA	NA	NA	NA
1443615_at	1110057K04Rik	NA	NA	NA	NA	NA
1418327_at	1110058L19Rik	0.349848133453744	0.294300385905247	-0.113764236523533	-0.215111225225135	-0.185017619430567
1416841_at	1110059E24Rik	-0.30393929503798	-0.605574062138244	0.0627842452548837	0.0432580932952789	0.378803797836117
1435987_x_at	1110059G02Rik	-0.457511191574121	-0.597146011188782	-0.481395657510071	-0.167244318985475	0.317713706684964
1436203_a_at	1110059G02Rik	-0.334829698569434	-0.301727600177351	-0.336054083634502	-0.140687319058703	0.213078737225771
1436204_at	1110059G02Rik	-0.259459437160778	-0.112177163860053	-0.299260064179613	-0.190857648595287	0.161205395729109
1438288_x_at	1110059G02Rik	-0.314342353711575	-0.476161533061275	-0.498306277741794	0.0794927503212639	0.373161409821783
1418048_at	1110059G10Rik	-0.652394562017077	-0.754861116368076	-0.0971710781706783	-0.790228973752404	-0.504001085371071
1429135_at	1110059M19Rik	NA	NA	NA	NA	NA
1439543_at	1110064A23Rik	NA	NA	NA	NA	NA
1455545_at	1110065P20Rik	0.403793919012038	0.450073641002716	-0.0231144809013299	0.381811111016331	0.213819494855322
1424318_at	1110067D22Rik	-0.466885929252332	-0.744586440708462	-0.379347669947762	-0.313167716479613	-0.159074702833122
1451313_a_at	1110067D22Rik	-0.375575605261428	-0.548464535200557	-0.201637236354941	-0.114200524213306	0.0415075704691876
1441757_at	1190002F15Rik	NA	NA	NA	NA	NA
1418003_at	1190002H23Rik	NA	-0.226278986784069	0.360802798467319	2.90717215626161	1.89740407055893
1438511_a_at	1190002H23Rik	-0.865324364488487	-1.07150298697649	0.391806749753894	2.99042745346796	1.55238752979186
1433581_at	1190002N15Rik	1.58031804570368	1.00038294699723	-0.144963172129769	0.424135425260874	1.01647325456268
1433582_at	1190002N15Rik	1.89322376765395	1.34362909536697	-0.11551440717425	0.956573609242171	1.57801747818512
1459067_at	1190002N15Rik	NA	NA	NA	NA	NA
1431786_s_at	1190003J15Rik	-0.153303059739059	0.183667896136393	0.00279716329552038	-0.979103071110339	-1.38485890474944
1455186_a_at	1190003J15Rik	-0.107565497534956	-0.0807493830414749	0.0993716341132167	-0.969200696681124	-1.49882244860108
1432300_at	1190003K10Rik	NA	NA	NA	NA	NA
1426879_at	1190005F20Rik	-0.170459451525309	-0.170579739063816	0.0222695693259665	-0.201809838637844	0.271780340856301
1447369_at	1190005F20Rik	NA	NA	NA	NA	NA
1456996_at	1190005F20Rik	NA	NA	NA	NA	NA
1452609_at	1190005I06Rik	-0.568291640273772	-0.196662387163803	-0.178572323678355	-1.96261696971862	-2.5728613698857
1456641_at	1190007F08Rik	0.106434367830646	0.327324469740486	-0.353990114616094	-2.09285008235189	-1.62836294302361
1429259_a_at	1190007I07Rik	0.264690270277978	0.543854435570779	0.215694154206915	0.910282309381177	1.30284372545957
1438298_a_at	12-Sep	NA	NA	NA	NA	NA
1460497_a_at	12-Sep	NA	NA	NA	NA	NA
1427932_s_at	1200003I10Rik	1.07344194948684	0.502179069965763	0.952138916974954	0.708227516980678	-0.118705893506437
1453575_at	1200003I10Rik	NA	NA	NA	NA	NA
1431837_at	1200007C13Rik	NA	NA	NA	NA	NA
1428420_a_at	1200009I06Rik	NA	NA	NA	NA	NA
1449857_at	1200011I18Rik	NA	NA	NA	0.301375617855184	0.43818095588273
1454998_at	1200011I18Rik	-0.228873498411515	-0.351081604744206	-0.0667324849885533	-0.0970806025589557	0.0602542841070983
1427737_a_at	1200011M11Rik	-0.0081233101230449	0.107868507029471	-0.245172727544596	NA	0.416127105578278
1423118_at	1200014J11Rik	0.0151223081187286	0.0340148745699338	-0.0535696746945886	0.122379235709879	0.400515728930716
1439363_at	1200014J11Rik	NA	NA	NA	NA	NA
1427932_s_at	1200015M12Rik	1.07344194948684	0.502179069965763	0.952138916974954	0.708227516980678	-0.118705893506437
1435137_s_at	1200015M12Rik	1.03422425203809	0.279207045141288	0.984767683435898	0.698498859804852	-0.210467225206429
1428654_at	1200016B10Rik	-0.746867327190906	-1.21368552224313	-0.175375754702043	-0.77660435222979	-0.882384213602747
1452859_at	1200016B10Rik	NA	NA	0.0787126384053183	NA	-0.764395084594821
1428106_at	1300001I01Rik	0.164976620845457	0.754077278711758	0.0515461989686159	0.656308811028747	1.05563089760418
1430137_at	1300002E11Rik	NA	-0.584094873474759	-0.503964368680635	NA	-0.284095314067673
1453234_at	1300002K09Rik	NA	NA	NA	NA	NA
1424904_at	1300010F03Rik	0.186654668767273	0.322425628235877	-0.208839736175394	0.60181042774142	1.31996290569281
1431800_at	1300010F03Rik	NA	NA	NA	NA	NA
1455376_at	1300010F03Rik	-0.0745858133128063	-0.107373698254304	0.177892414848954	-0.0857367247790366	-0.193232960036459
1428851_at	1300014I06Rik	-0.937493152855863	-0.831529065611079	-0.173894377970006	-2.22361653043999	-3.669004443581
1431247_at	1300014J16Rik	NA	NA	NA	NA	NA
1430377_at	1300015D01Rik	NA	NA	NA	NA	NA
1424722_at	1300017J02Rik	NA	NA	NA	NA	NA
1426828_at	1300018I17Rik	-0.315029924222945	0.442700773404983	0.179274099406454	-0.442290519321553	0.120928512834533
1430437_a_at	1300018I17Rik	NA	NA	NA	NA	NA
1439390_at	1300018I17Rik	NA	NA	NA	NA	NA
1428894_at	1300018J18Rik	-0.379857729881519	-0.0597832567405732	-0.0727639156861644	-0.398103800288092	-0.513061374858222
1442992_at	130004C03	NA	NA	NA	0.254004816267611	NA
1432446_at	14-Sep	NA	NA	NA	NA	NA
1448903_at	15-Sep	0.303993991882619	0.0845661317905257	-0.184082956921904	-0.558621301562923	-0.41521436222552
1454525_at	15-Sep	NA	NA	NA	NA	NA
1428684_at	1500001M20Rik	0.157753669326775	0.0835460481092714	0.0381106686013153	1.05326178400377	1.02728739855428
1437677_at	1500001M20Rik	NA	NA	NA	NA	NA
1453834_at	1500002C15Rik	NA	NA	NA	NA	NA
1425737_at	1500002F19Rik	NA	NA	NA	NA	NA
1430842_at	1500002F19Rik	NA	NA	NA	NA	NA
1453850_at	1500002I01Rik	NA	NA	NA	NA	NA
1433383_at	1500002K03Rik	NA	NA	NA	NA	NA
1454586_at	1500002K03Rik	NA	NA	NA	NA	NA
1441383_at	1500002O10Rik	NA	NA	NA	NA	NA
1460435_at	1500002O20Rik	0.222203457993619	0.408771425457892	0.317731240108258	0.289939403456297	0.408771425457892
1420809_a_at	1500003O03Rik	-0.000986106131433573	0.192742172158326	0.339849936637979	0.520159483504667	0.119003391963075
1420810_at	1500003O03Rik	-0.219885111327226	0.2312503444219	0.182861924997749	0.253283302653651	-0.168165647802628
1450007_at	1500003O03Rik	-0.323230546682027	0.128635024840764	0.093201976844969	0.373577658096657	0.0561375279998861
1429729_at	1500004A13Rik	NA	NA	NA	NA	NA
1430660_at	1500004A13Rik	NA	NA	NA	NA	NA
1436176_at	1500004A13Rik	NA	NA	NA	NA	NA
1456899_at	1500004F05Rik	NA	NA	NA	NA	NA
1432663_at	1500005C15Rik	NA	NA	NA	NA	NA
1454321_at	1500005C15Rik	NA	NA	NA	NA	NA
1452827_at	1500009C09Rik	NA	NA	NA	NA	NA
1442649_at	1500009L16Rik	NA	NA	NA	NA	NA
1452840_at	1500009L16Rik	NA	NA	NA	NA	NA
1423655_a_at	1500010J02Rik	0.00120768852306696	0.201717957048341	0.0404515891519619	0.400680611487719	0.900392023597695
1423656_x_at	1500010J02Rik	-0.256373051136885	-0.082648072772419	-0.106830723511888	0.358059645742456	0.614859698205917
1437713_x_at	1500010J02Rik	NA	NA	NA	NA	NA
1428370_at	1500011B03Rik	0.19199619858169	0.950956697567383	0.148917183095435	-0.696290030102277	-0.0454838257196517
1456857_at	1500011B03Rik	0.268246676367985	0.0337199794253884	0.0763720634585283	0.183103676440979	-0.0668442225824393
1424192_at	1500011H22Rik	0.228489564917477	0.118356677641774	-0.0296964145480096	0.199043589793864	0.242855761990472
1438678_at	1500011K16Rik	-0.197598399915053	-0.278864689415924	0.0634484733383598	-0.0450403675130673	-0.366016392396864
1455010_at	1500012F01Rik	-0.137034736961125	-0.214500092817385	0.0251821616945254	0.289710388302668	0.313971842409952
1429162_at	1500015A07Rik	0.441677967734108	0.205795132982968	0.25498278930791	1.21636702410282	0.918504913555993
1423261_at	1500015O10Rik	NA	NA	NA	NA	NA
1440780_x_at	1500015O10Rik	NA	NA	NA	NA	NA
1460049_s_at	1500015O10Rik	NA	NA	NA	NA	NA
1439232_at	1500016L03Rik	NA	NA	NA	NA	NA
1438596_at	1500017E21Rik	NA	NA	NA	NA	NA
1417840_at	1500031L02Rik	0.253738870596622	0.302312456819783	0.272379513241428	-0.23876862263627	0.118457181400149
1452584_at	1500032L24Rik	0.0559847123110213	0.220405060535176	0.0148286367360235	0.0970650902073604	0.0566129406540394
1447537_at	1500032P08Rik	NA	NA	NA	NA	NA
1430070_at	1500035N22Rik	NA	NA	NA	NA	NA
1433288_at	1520401O13Rik	NA	NA	NA	NA	NA
1430613_at	1520402A15Rik	NA	NA	NA	NA	NA
1428832_at	1600002H07Rik	0.135504801944785	0.268475857991085	0.227740442065079	0.475268339754421	0.729004183136149
1429091_at	1600002K03Rik	-0.345415370309683	-0.161391935253699	0.203627863090768	0.368053805149493	0.0809438527107353
1453585_at	1600010M07Rik	NA	-0.430042206236625	NA	0.049741822688695	NA
1419660_at	1600012F09Rik	-0.0732713645557901	-0.369417970305648	0.148351143204618	0.503722610485294	0.571113553001659
1419661_at	1600012F09Rik	NA	NA	NA	NA	NA
1449557_at	1600012F09Rik	0.168133316990488	-0.0619657039691432	-0.218111552907495	0.601221824923904	0.898755759122242
1428217_at	1600012H06Rik	-0.440472850988518	-0.424574737074908	-0.137032232273747	-1.10172339982739	-0.884025205586423
1428218_a_at	1600012H06Rik	0.0403132010904406	0.231266392414103	-0.215951160823834	0.11708253493113	0.0830598179976416
1453075_at	1600012P17Rik	NA	NA	0.249722858665676	NA	NA
1424444_a_at	1600014C10Rik	NA	NA	0.583579924130519	0.715760083220133	0.286509989543057
1434715_at	1600014C10Rik	NA	-0.00358349824400772	NA	NA	NA
1436289_x_at	1600014C10Rik	NA	NA	NA	NA	NA
1455641_at	1600014C10Rik	NA	NA	NA	NA	NA
1453963_at	1600014C23Rik	NA	NA	NA	NA	NA
1429793_at	1600014K23Rik	NA	NA	NA	NA	-0.404348958450961
1449327_at	1600015I10Rik	NA	NA	NA	NA	NA
1430017_at	1600016N20Rik	NA	NA	NA	NA	NA
1436424_at	1600020E01Rik	-0.747748674228358	-0.427418535857461	0.148914095837558	-0.967892270246873	-0.885647897976422
1439014_at	1600021P15Rik	-0.469254838421366	-0.106093422444409	0.0573443333440551	-0.758661859401585	-0.150835867841396
1444210_at	1600021P15Rik	NA	NA	NA	NA	NA
1431723_at	1600022D10Rik	NA	NA	NA	NA	NA
