GeneSymbol	P43_HG	P56_bulge	P56_HG	P69_bulge	P69_HG
Kcnh2	NA	NA	NA	NA	NA
Kcnh3	NA	NA	NA	NA	NA
Kcnh7	NA	NA	NA	NA	NA
Kcnip1	0	NA	NA	NA	NA
Kcnip2	NA	NA	NA	NA	NA
Kcnip3	NA	NA	NA	NA	NA
Kcnip4	NA	NA	0.0480280651635923	NA	NA
Kcnj1	NA	NA	NA	NA	NA
Kcnj10	NA	NA	NA	NA	NA
Kcnj11	NA	NA	NA	NA	NA
Kcnj12	NA	NA	NA	NA	NA
Kcnj14	NA	NA	NA	NA	NA
Kcnj15	-1.48380405726925	0.0802627848805937	-0.582461368304785	1.16975376681761	-0.849984779554015
Kcnj2	NA	NA	NA	NA	NA
Kcnj3	-0.340014024814442	-0.346765444678686	-0.363035536827727	-0.317975716774655	-0.346765444678686
Kcnj4	NA	NA	NA	NA	NA
Kcnj5	-0.193538156781361	0	-0.0486480998575809	0.306013476004553	0.126490146732699
Kcnj6	NA	NA	-0.0269544996400732	NA	0.293826775311373
Kcnj8	NA	NA	NA	NA	NA
Kcnj9	NA	NA	NA	NA	NA
Kcnk1	NA	NA	NA	NA	NA
Kcnk10	NA	NA	NA	NA	NA
Kcnk13	NA	NA	NA	NA	NA
Kcnk2	-5.11439691971753	0.0535067132093907	-5.11439691971753	-0.354629992931454	-5.78989827670734
Kcnk3	NA	NA	NA	NA	NA
Kcnk4	NA	NA	NA	NA	NA
Kcnk5	NA	NA	NA	NA	NA
Kcnk7	-0.157753694122984	-0.159542628711178	0.0582077202556581	-0.180742441662064	-0.663629585758028
Kcnma1	-1.3942563536531	-0.746488694434401	-1.7321172970756	-0.265188516960078	-1.09957276253803
Kcnmb1	NA	NA	NA	NA	NA
Kcnmb2	0.000379881258322889	NA	0.136604092278198	NA	NA
Kcnmb4	NA	NA	0.589081198879899	0.0861388536978458	NA
Kcnn1	NA	NA	NA	NA	NA
Kcnn2	NA	NA	-0.138173700761938	NA	NA
Kcnn3	NA	NA	NA	NA	NA
